OTU,ARMS_BelgiumCoast_AJJC81_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF100_s1_r1,ARMS_BelgiumCoast_AJJC86_20200506_20201012_MF500_s1_r1,ARMS_BelgiumCoast_AJJCD78_20200506_20201012_MF100_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF100_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_MF500_ETOH_s1_r1,ARMS_TZS_Angbat_20200608_20201117_SF40_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF100_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_MF500_ETOH_s1_r1,ARMS_TZS_Kummelkobben_20200608_20201120_SF40_ETOH_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF500_s1_r1,ARMS_Crete_1HERP_20200903_20210122_MF90_s1_r1,ARMS_Crete_1HERP_20200903_20210122_SF_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G1_20200624_20201103_MF500_s1_r1,ARMS_Getxo_G1_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G2_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G2_20200624_20201103_SF40_s1_r1,ARMS_Getxo_G3_20200624_20201103_MF100_s1_r1,ARMS_Getxo_G3_20200624_20201103_SF40_s1_r1,Classification,TAXON:NCBI_TAX_ID
ASV_15:93e0f5ca03784ba626e5d9550702dd431f700ff6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,103,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_16:3623370cef3c7fa302614df95d72d66d3125ef32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,2,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora haswelli,Polydora haswelli:1167211
ASV_17:a8af84444391b34c4399d8bab14f4b4d43c874ee,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,83,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_18:47cd53df2ec6c288c7cce60da131c9d1447781e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,111,Eukaryota;Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea edulis,Ostrea edulis:37623
ASV_19:bbf75a3e5d37c4565210b32a83b6743b2fe23de7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,67,0,0,0,0,Eukaryota;Platyhelminthes;Rhabditophora;Tricladida;Geoplanidae;Microplana;Microplana polyopsis,Microplana polyopsis:1820962
ASV_20:584bfdbb97cb98e60b18669254e6f11d0dc0bf37,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,37,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_21:a4262169182eb16d9af3c1e88a9dc8289018cfc0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,40,0,0,0,3,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_22:d9871a52f7a53a9aba1e67703987cbfbf17b4754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula fascipennis,Tipula fascipennis:2719107
ASV_23:ad5935391356589596d1ba0996d32c0b52de5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,Eukaryota;Nemertea;Enopla;Monostilifera;Emplectonematidae;Emplectonema;Emplectonema gracile,Emplectonema gracile:6230
ASV_24:166ecee1e8d78e96eec1a315ec6d74963e1d357f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,Eukaryota;Chordata;Amphibia;Caudata;Hynobiidae;Hynobius;Hynobius kimurae,Hynobius kimurae:252291
ASV_25:6f1f21de48bf837ee4e61cc2c63ecae2513d4f36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Elateridae;Pectocera;Pectocera yaeyamana,Pectocera yaeyamana:1610118
ASV_26:317cf9eb20f0cb291e644516c28271b545074f42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,1,Eukaryota;Arthropoda;Insecta;Archaeognatha;Meinertellidae;Nesomachilis;Nesomachilis australica,Nesomachilis australica:299218
ASV_27:39a1431b46ce3b64b976360c899d263328b00b5a,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira curviseriata,Thalassiosira curviseriata:291032
ASV_28:3f9f1a1b12e1ca4d2cf0712cd0aa596a9fa1d0e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia slooffiae,Malassezia slooffiae:76776
ASV_29:5a4a66a86008ee2f3d959b731fa2b0cac264c189,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Syllidia;Syllidia armata,Syllidia armata:378361
ASV_30:8a6aaec2f0803106613df91ee79911ada3f9cfb4,0,0,0,0,11,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Obeliidae;Obelia;Obelia longissima,Obelia longissima:32570
ASV_31:7b416e148d2058555922b193faaf9dce3d6d5cc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,Eukaryota;Porifera;Demospongiae;Dendroceratida;Dictyodendrillidae;Igernella;Igernella notabilis,Igernella notabilis:479643
ASV_32:c67191ba9616aa5d33cae90de575011a9f52390c,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,1,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Candidae;Tricellaria;Tricellaria occidentalis,Tricellaria occidentalis:991043
ASV_33:a2ff91ae83b266521461fb0185281aaa5e963cba,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,0,0,1,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Bougainvilliidae;Bougainvillia;Bougainvillia muscus,Bougainvillia muscus:308567
ASV_34:0a92037982d1a6ece064c2f5e0f480ded154bf1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Syllidae;Myrianida;Myrianida convoluta,Myrianida convoluta:884647
ASV_35:e1025484213fa24992c9f8301ed64d0ef8c6c71b,0,0,0,0,2,3,0,1,1,3,9,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Gobiusculus;Gobiusculus flavescens,Gobiusculus flavescens:257540
ASV_36:7b45460ab85503fa3a1cbb8aae03473646d71d9f,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,2,Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;Chlorella heliozoae,Chlorella heliozoae:554066
ASV_37:ce205311cc99daa7f97ef53527e1e3bd1b48ceaf,0,0,0,0,0,1,4,2,0,1,15,0,0,0,1,1,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Nicolea;Nicolea zostericola,Nicolea zostericola:876016
ASV_38:342bb050428b4fa9f1b9a40531ae67a9335e14a9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Lanassa;Lanassa venusta,Lanassa venusta:2716593
ASV_39:5bf628ac4fba228a03d81385a0527c21a50fa83c,0,0,0,0,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Anthozoa;Actiniaria;Sagartiidae;Sagartiogeton;Sagartiogeton laceratus,Sagartiogeton laceratus:478420
ASV_40:f1a5cf8761a898dc5b06e5bccf87b7af70ec690d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Campanulariidae;Orthopyxis;Orthopyxis integra,Orthopyxis integra:314509
ASV_41:0c6d0563051096db77996996c0a64e2e98945405,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora websteri,Polydora websteri:1167209
ASV_42:18a0980a48b7085bd2de3f7ffa89f779df9a6ef1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,0,0,1,Eukaryota;Chordata;Lepidosauria;Squamata;Scincidae;Paracontias;Paracontias hildebrandti,Paracontias hildebrandti:249505
ASV_43:2a7dfb035093f6f867e181fc77c458db0101035a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,4,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Austrobalanidae;Austrominius;Austrominius modestus,Austrominius modestus:1732093
ASV_44:9dfab3f1aff702f595e861079c3b68c91fa63e5c,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Reduviidae;Triatoma;Triatoma migrans,Triatoma migrans:2579797
ASV_45:106518aacceecdceb5b3a07369d496f3176d0c88,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Hannaella;Hannaella oryzae,Hannaella oryzae:4979
ASV_46:cbb59af13dd16cc520501efce935d53615db5888,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,2,0,0,Eukaryota;Mollusca;Gastropoda;Nudibranchia;Onchidorididae;Onchidoris;Onchidoris muricata,Onchidoris muricata:71370
ASV_47:016408ced6c21b9ca5d8f3e07232a15478abbe5f,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Eukaryota;Dictyotales;Phaeophyceae_2;Dictyotales;Dictyotaceae;Dictyopteris;Dictyopteris divaricata,Dictyopteris divaricata:156996
ASV_48:08d0037a4009afd030251986ed6ba94e9fd1da2e,0,1,0,0,0,1,5,2,0,0,6,0,0,2,0,1,1,0,0,3,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Cribrilinidae;Cribrilina;Cribrilina mutabilis,Cribrilina mutabilis:2865492
ASV_49:239f9e76eb61bb87c7d8e2288f11b5715a13346e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,Eukaryota;Annelida;Polychaeta;Phyllodocida;Nereididae;Platynereis;Platynereis dumerilii,Platynereis dumerilii:6359
ASV_50:32483fb4c1cfb650e74ebd74b9272c4b3d160a69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora franciscae,Torulaspora franciscae:53488
ASV_51:33da948d5921884c0aeb393e2b5c64a8041c776f,0,0,0,0,0,0,1,0,0,5,18,0,1,7,0,0,0,0,0,2,Eukaryota;Annelida;Polychaeta;Dinophilidae;Dinophilidae;Dinophilus;Dinophilus vorticoides,Dinophilus vorticoides:2576727
ASV_52:4dc55c32c7341b51c9e9a97d51913de09106cda8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula pacifica,Chloroparvula pacifica:1883388
ASV_53:95f26b601020d94e863656ce95785f8317d6bb96,0,0,0,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,1,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Mesogloia;Mesogloia ikomae,Mesogloia ikomae:309742
ASV_54:b9b27b3887c6b5cfd037265bdd42a64d3af37704,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,Eukaryota;Arthropoda;Malacostraca;Amphipoda;Corophiidae;Monocorophium;Monocorophium acherusicum,Monocorophium acherusicum:1582900
ASV_55:d784daa35029be9479579596a6cd6821afdc8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Amphibalanus;Amphibalanus eburneus,Amphibalanus eburneus:637417
ASV_56:10f12e7e78d9e2032c6f0a32ed8b22dc55a985fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,Eukaryota;Porifera;Demospongiae;Suberitida;Suberitidae;Protosuberites;Protosuberites denhartogi,Protosuberites denhartogi:283546
ASV_57:3695b219aa8eff0bc61b1eb1409e9cdf6a9a7bc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Eukaryota;Arthropoda;Hexanauplia;Poecilostomatoida;Lichomolgidae;Herrmannella;Herrmannella hoonsooi,Herrmannella hoonsooi:1795221
ASV_58:5ba847a8f599e84c00d961b9f5877e9ed7deba5d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,Eukaryota;Jakobida;Jakobida;Jakobida;Histionidae;Histiona;Histiona aroides,Histiona aroides:392300
ASV_59:70e24320d41fbcf7da684cebc8bdf7eb8caf0335,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,6,0,0,0,1,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;Stephanodiscus meyeri,Stephanodiscus meyeri:1869249
ASV_60:43a90ce7e1cbecf3ef22fc713fc4a7324b2631b2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Syndiniales;Dinophyceae_8;Syndiniales;Syndiniaceae;Hematodinium;Hematodinium sp,Hematodinium sp:173654
ASV_61:4c45102f8028265f43bedc188e75c8cead231f99,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Histionidae;Histiona;Histiona aroides,Histiona aroides:392300
ASV_62:6076a3815e5a8a967f853e95c6b6380d310340cd,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,15,0,0,0,0,Eukaryota;Bryozoa;Gymnolaemata;Cheilostomatida;Cryptosulidae;Cryptosula;Cryptosula pallasiana,Cryptosula pallasiana:558755
ASV_63:6cc2219a0f66822b1ada491e96eafd953a0f7269,0,0,0,1,0,2,1,0,0,0,10,0,1,0,0,0,0,0,0,1,Eukaryota;Arthropoda;Hexanauplia;Sessilia;Balanidae;Balanus;Balanus balanus,Balanus balanus:172567
ASV_64:739f96b932c0a4641a3dc303d24d06ba5b332f7b,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Tuberfemurus;Tuberfemurus torulisinotus,Tuberfemurus torulisinotus:2740444
ASV_65:7bb9a2005c9cb37888b0847a0e9636e34c1de988,0,0,1,0,0,0,2,2,0,0,4,0,0,0,0,2,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Navicula;Navicula ramosissima,Navicula ramosissima:265559
ASV_66:95388affe2f5790a2ca6ca4cd6947d586990dea8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Skeletonemataceae;Skeletonema;Skeletonema subsalsum,Skeletonema subsalsum:216763
ASV_67:9e508277702dc46c690127e0c5dc33864fbf538d,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,Eukaryota;Bacillariophyta;Mediophyceae;Triceratiales;Plagiogrammaceae;Psammoneis;Psammoneis japonica,Psammoneis japonica:517775
ASV_68:b03b35bcd4057f03b2ea29e0bdca77d728144da2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Corynidae;Sarsia;Sarsia striata,Sarsia striata:662079
ASV_69:ebf457aecd4584a1fc4480dbb73a1506ef50aee1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Eukaryota;Gonyaulacales;Dinophyceae_4;Gonyaulacales;Gonyaulacaceae;Alexandrium;Alexandrium fundyense,Alexandrium fundyense:2932
ASV_70:05b1cf4e28a192e03312b163914aad6ee6b2016d,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Carnivora;Viverridae;Paradoxurus;Paradoxurus jerdoni,Paradoxurus jerdoni:395009
ASV_71:14d34e8f4c5db929e0d1836e472ddbfbc2675c84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Histionidae;Histiona;Histiona aroides,Histiona aroides:392300
ASV_72:208d59404e6f72aa20ca9ba1e4fb4ddea5bfbc11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,Eukaryota;Arthropoda;Arachnida;Araneae;Araneidae;Larinia;Larinia jeskovi,Larinia jeskovi:2508620
ASV_73:32e42eadd3dd51edb2f680a1cc7887a9c7e4c8ca,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Nitzschia;Nitzschia inconspicua,Nitzschia inconspicua:303405
ASV_74:33b0b3be7c5f7c54152c7927f0d8cfeab3fdbceb,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;Psamathe;Psamathe fusca,Psamathe fusca:378372
ASV_75:462602989fe95b133b4df076722c6038946841e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Terebella;Terebella lapidaria,Terebella lapidaria:1131437
ASV_76:9813d305786405d182876bdea17a1c1047f051f3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,Eukaryota;Chordata;Actinopteri;Kurtiformes;Apogonidae;Brephamia;Brephamia parvula,Brephamia parvula:1431480
ASV_77:b81c45fb8d38b2b3283083a33553cd1745500cb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Oscarellidae;Oscarella;Oscarella tuberculata,Oscarella tuberculata:252962
ASV_78:bba021ab83c4810511c40a0d36cf59b4347874b0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,1,Eukaryota;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Solenosmilia;Solenosmilia variabilis,Solenosmilia variabilis:761947
ASV_79:c1ffa1a77c66c5e3a18b2b6ab37ccfed1c5b3be6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,Eukaryota;Eustigmatales;Eustigmatophyceae_2;Eustigmatales;Monodopsidaceae;Nannochloropsis;Nannochloropsis granulata,Nannochloropsis granulata:43926
ASV_80:c24044d7c94d47ca86c805782e14af603c760d0d,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Compterosmittia;Compterosmittia togalimea,Compterosmittia togalimea:2050687
ASV_81:d20fdc10a055e6d9fcbda4d26038259b7d171747,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hemiptera;Hormaphididae;Parathoracaphis;Parathoracaphis setigera,Parathoracaphis setigera:1350450
ASV_82:dbf4666bac4d3d8dd649c7c3f5f86cc65647f031,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Ganoderma;Ganoderma applanatum,Ganoderma applanatum:29884
ASV_83:e3c4ce8ec19b8a50574e1ccc39c28996c5459fd2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Eukaryota;Laminariales;Phaeophyceae_7;Laminariales;Akkesiphycaceae;Akkesiphycus;Akkesiphycus lubricum,Akkesiphycus lubricum:3022
ASV_84:eef68c04303c85ce5e77382adf6504e17cf0e84d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Graptomyza;Graptomyza longirostris,Graptomyza longirostris:1649309
ASV_85:0737dab89f1dec0b40ba663ff3f0a77f413cf1ea,0,0,0,0,0,0,1,0,0,3,7,0,0,1,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Clytiidae;Clytia;Clytia hemisphaerica,Clytia hemisphaerica:252671
ASV_86:087c8aaa930bc70751ac83f705baa7035749767c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Eukaryota;Arthropoda;Malacostraca;Decapoda;Pilumnidae;Pilumnus;Pilumnus hirtellus,Pilumnus hirtellus:483407
ASV_87:19a616801f3fa9a8641a58474dba7878ae2f3a77,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora cornuta,Polydora cornuta:438488
ASV_88:30cb5351f9915ceb44eec778e5427f5670c49e88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,Eukaryota;Annelida;Polychaeta;Dinophilidae;Dinophilidae;Dimorphilus;Dimorphilus gyrociliatus,Dimorphilus gyrociliatus:2664684
